Bairro,Numero de quartos,Metros quadrados,Vagas de Garagem,Numero de Banheiros,Preço
"Londrina, Residencial Professora Marieta",2,190m²,2,1,R$ 190.000
"Londrina, Gleba Fazenda Palhano",2,44m²,1,1,R$ 240.000
"Londrina, Tietê",2,42m²,1,1,R$ 140.000
"Londrina, Nova Olinda",2,70m²,1,1,R$ 230.000
"Londrina, Conjunto Residencial Marajoara",2,45m²,1,1,R$ 165.000
"Londrina, Gleba Fazenda Palhano",3,69m²,1,2,R$ 240.267
"Londrina, Ouro Verde",2,48m²,1,1,R$ 187.000
"Cambé, Jardim Vitória",2,51m²,1,1,R$ 250.000
"Londrina, Parque Jamaica",2,48m²,1,1,R$ 145.000
"Londrina, Antares",3,56m²,1,1,R$ 235.000
"Londrina, Santa Izabel",2,48m²,1,1,R$ 189.000
"Londrina, Antares",3,76m²,1,2,R$ 235.000
"Londrina, Leonor",2,46m²,1,1,R$ 165.000
"Cambé, Chácara Manella",2,38m²,1,1,R$ 114.838
"Londrina, Esperança",2,41m²,1,1,R$ 114.838
"Londrina, Esperança",2,41m²,1,1,R$ 120.882
"Londrina, Colúmbia",2,50m²,1,1,R$ 146.953
Marilândia do Sul,2,71m²,1,1,R$ 230.000
Bela Vista do Paraíso,3,235m²,1,1,R$ 60.977
"Cambé, Chácara Manella",2,38m²,1,1,R$ 114.838
"Arapongas, Vila Edio",3,125m²,1,2,R$ 250.000
"Arapongas, Jardim Casa Grande",2,70m²,1,2,R$ 160.000
"Apucarana, Loteamento Residencial Villágio Di Roma",2,45m²,1,1,R$ 165.000
"Apucarana, Colônia dos Novos Produtores",2,67m²,1,1,R$ 150.000
"Apucarana, Jardim Morada do Sol",3,100m²,1,2,R$ 240.000
"Apucarana, Residencial Interlagos",2,81m²,1,1,R$ 197.000
"Apucarana, Parque Bela Vista",2,55m²,1,1,R$ 250.000
"Londrina, Jardim Maria Celina",2,54m²,1,1,R$ 120.000
"Londrina, Ouro Verde",2,45m²,1,1,R$ 210.000
"Londrina, Conjunto Habitacional Saltinho",2,115m²,1,1,R$ 210.000
"Cambé, Chácara Manella",2,38m²,1,1,R$ 169.000
"Londrina, Conjunto Habitacional Maria Cecília Serrano de Oliveira",2,115m²,2,2,R$ 180.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,45m²,1,1,R$ 167.000
"Londrina, Vila Ipiranga",2,66m²,1,2,R$ 250.000
"Londrina, Cidade Industrial 2",2,70m²,1,1,R$ 210.000
"Londrina, Jardim Moema",2,125m²,1,1,R$ 150.000
"Londrina, Conjunto Café",2,60m²,1,1,R$ 180.000
"Londrina, Jardim Moema",2,125m²,1,1,R$ 200.000
"Londrina, Gleba Ribeirão Limeiro",2,45m²,1,1,R$ 165.000
"Londrina, Tarobá",2,65m²,1,1,R$ 190.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,43m²,1,1,R$ 160.000
Bela Vista do Paraíso,3,235m²,1,1,R$ 60.977
"Londrina, Vale dos Tucanos",2,46m²,1,1,R$ 215.000
"Londrina, Alpes",1,48m²,4,1,R$ 230.000
"Londrina, Gleba Fazenda Palhano",2,50m²,1,1,R$ 175.000
"Londrina, Parque Jamaica",3,52m²,1,1,R$ 180.000
"Londrina, Parque Jamaica",3,70m²,1,1,R$ 220.000
"Londrina, Parque Jamaica",3,57m²,1,1,R$ 180.000
"Londrina, Helena",2,37m²,1,1,R$ 239.996
"Cambé, Centro",2,50m²,1,1,R$ 178.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,45m²,1,1,R$ 106.000
"Londrina, Jardim das Américas",2,58m²,1,1,R$ 140.000
"Londrina, Jardim Maria Celina",2,43m²,1,1,R$ 106.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,43m²,1,1,R$ 160.000
"Cambé, Jardim Ana Eliza",2,38m²,1,1,R$ 94.815
"Londrina, Perobinha",2,46m²,1,1,R$ 75.000
"Cambé, Jardim Ana Eliza",2,38m²,1,1,R$ 159.000
"Londrina, Portuguesa",2,56m²,1,1,R$ 229.000
"Rolândia, Jardim Rosângelo",2,152m²,1,1,R$ 64.571
"Londrina, Ouro Verde",2,45m²,1,1,R$ 175.000
"Londrina, Jardim Maria Celina",2,47m²,1,1,R$ 165.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,45m²,1,1,R$ 168.000
"Londrina, Nova Olinda",2,55m²,1,1,R$ 150.000
"Londrina, Portuguesa",5+,160m²,3,3,R$ 229.000
"Londrina, Conjunto Habitacional Santiago II",2,47m²,1,1,R$ 200.000
"Londrina, Centro",3,63m²,1,2,R$ 230.000
"Londrina, São Pedro",2,54m²,1,1,R$ 170.000
"Londrina, Vale dos Tucanos",2,46m²,1,1,R$ 181.000
"Londrina, Vila Ipiranga",1,45m²,1,1,R$ 180.000
"Londrina, Nova Olinda",2,46m²,1,1,R$ 126.000
"Londrina, Alto da Colina",1,30m²,1,1,R$ 130.000
"Londrina, Conjunto Parigot de Souza 3",2,74m²,2,1,R$ 250.000
"Londrina, Ouro Verde",2,45m²,1,1,R$ 163.000
"Londrina, Jardim das Américas",2,54m²,1,1,R$ 149.900
"Londrina, Vale dos Tucanos",2,46m²,1,1,R$ 199.000
"Londrina, Ouro Verde",2,47m²,1,1,R$ 170.000
"Londrina, Colinas",2,44m²,1,1,R$ 245.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,53m²,1,1,R$ 150.000
"Londrina, Jardim Santa Cruz",3,70m²,1,1,R$ 134.999
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,45m²,1,1,R$ 187.000
"Londrina, Colinas",2,48m²,1,1,R$ 200.000
"Londrina, Jacomo Violin",2,52m²,1,1,R$ 230.000
"Londrina, Colúmbia",2,50m²,1,1,R$ 204.000
"Londrina, Paraíso",2,51m²,1,1,R$ 150.000
"Londrina, Santa Rita 1",2,103m²,2,1,R$ 250.000
"Londrina, Jardim Maria Luiza",2,41m²,1,1,R$ 189.000
"Londrina, Jardim Maria Luiza",2,45m²,1,1,R$ 180.000
"Londrina, Paraíso",2,47m²,1,1,R$ 180.000
"Londrina, Conjunto Residencial Marajoara",2,45m²,1,1,R$ 150.000
"Londrina, Andrade",3,56m²,1,1,R$ 208.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,45m²,1,1,R$ 190.000
"Londrina, Nossa Senhora de Lourdes",2,53m²,1,2,R$ 200.000
"Londrina, Leonor",2,46m²,1,1,R$ 185.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,45m²,1,1,R$ 195.000
"Londrina, Conjunto Habitacional João Turquino",2,45m²,1,1,R$ 180.000
"Londrina, Jardim Santa Cruz",3,58m²,1,1,R$ 149.000
"Londrina, Cidade Industrial 2",2,44m²,1,1,R$ 199.000
"Londrina, Conjunto Habitacional João Turquino",2,45m²,1,1,R$ 180.000
"Londrina, Jardim Maria Celina",2,47m²,1,1,R$ 180.000
"Londrina, Jardim Strass",2,51m²,1,1,R$ 125.000
"Londrina, Jardim Athenas",2,100m²,1,1,R$ 230.000
"Londrina, Ouro Verde",2,47m²,1,1,R$ 165.000
"Londrina, Paraíso",2,45m²,1,1,R$ 139.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,45m²,1,1,R$ 138.000
"Londrina, Nossa Senhora de Lourdes",3,65m²,1,2,R$ 235.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,48m²,1,1,R$ 163.000
"Londrina, Centro",3,85m²,1,2,R$ 250.000
"Londrina, Andrade",3,56m²,1,1,R$ 250.000
"Londrina, Vale dos Tucanos",3,64m²,1,1,R$ 190.000
"Londrina, Jardim Jóquei Club",2,41m²,1,1,R$ 185.000
"Londrina, Jardim Santa Cruz",2,45m²,1,1,R$ 135.000
"Londrina, Jardim Sabará",2,42m²,2,1,R$ 225.000
"Londrina, Vila Filipin",2,42m²,1,2,R$ 223.000
"Londrina, Esperança",2,45m²,1,1,R$ 245.000
"Londrina, Jardim das Américas",2,54m²,1,1,R$ 164.900
"Londrina, Vale dos Tucanos",2,64m²,1,1,R$ 185.000
"Londrina, Paraíso",2,46m²,1,1,R$ 155.000
"Londrina, Jardim São Paulo II",3,60m²,1,1,R$ 245.000
"Londrina, São Pedro",2,45m²,1,1,R$ 185.000
"Londrina, São Vicente",2,54m²,1,2,R$ 250.000
"Londrina, Jardim Santa Cruz",3,70m²,1,1,R$ 135.000
"Londrina, Coliseu",2,40m²,1,1,R$ 104.296
Carlópolis,2,116m²,1,1,R$ 203.940
"Cambé, Chácara Manella",2,38m²,1,1,R$ 114.838
"Cambé, Chácara Manella",2,38m²,1,1,R$ 114.838
"Cambé, Jardim Vitória",2,51m²,1,1,R$ 139.900
"Londrina, Panorama",2,55m²,1,1,R$ 155.000
"Londrina, Cidade Industrial 2",2,45m²,1,1,R$ 220.000
"Cambé, Jardim Santo Amaro",2,44m²,1,1,R$ 235.000
"Londrina, Gleba Ribeirão Limeiro",2,44m²,1,1,R$ 225.000
"Londrina, Santa Izabel",2,48m²,1,1,R$ 195.000
"Londrina, Rodocentro",2,50m²,1,1,R$ 134.000
"Londrina, Parque Industrial José Belinati",2,69m²,2,1,R$ 210.000
"Londrina, Panorama",3,62m²,1,1,R$ 150.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,46m²,1,1,R$ 170.000
"Londrina, Conjunto Habitacional Milton Gavetti",2,120m²,1,1,R$ 150.000
"Cambé, Chácara Manella",2,38m²,1,1,R$ 114.838
"Londrina, Parque Industrial José Belinati",2,68m²,1,1,R$ 210.000
"Londrina, Jardim Vale Verde",3,89m²,1,2,R$ 215.000
"Londrina, Centro",1,38m²,1,1,R$ 248.000
"Londrina, Centro",2,67m²,1,1,R$ 230.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,47m²,1,1,R$ 185.000
"Londrina, Vale dos Tucanos",3,65m²,1,1,R$ 175.000
"Cambé, Conjunto Habitacional Antônio Euthymio Casaroto",3,200m²,1,2,R$ 250.000
"Londrina, Cidade Industrial 2",2,40m²,2,1,R$ 80.000
"Londrina, Jardim São Paulo II",2,48m²,1,1,R$ 190.000
"Londrina, Leonor",2,46m²,1,1,R$ 95.000
"Londrina, Jardim Maria Celina",2,46m²,1,1,R$ 50.000
"Arapongas, Jardim Paulino Fedrigo",2,127m²,2,1,R$ 79.000
"Londrina, Jardim das Américas",3,60m²,1,1,R$ 220.000
"Londrina, Jardim Maria Luiza",2,68m²,1,1,R$ 190.000
Ibiporã,2,60m²,2,1,R$ 200.000
"Londrina, Jardim São Jorge",3,95m²,2,2,R$ 140.000
Ibiporã,2,247m²,1,1,R$ 159.000
"Londrina, São Pedro",2,54m²,1,1,R$ 180.000
Cornélio Procópio,3,60m²,1,2,R$ 230.000
"Londrina, Jardim São Paulo II",2,48m²,1,1,R$ 220.000
"Londrina, Terra Bonita",3,100m²,1,2,R$ 235.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,45m²,1,1,R$ 190.000
"Londrina, Antares",3,55m²,1,1,R$ 235.000
"Londrina, Jardim Maria Celina",2,49m²,1,1,R$ 50.000
"Londrina, Gleba Fazenda Palhano",2,42m²,1,1,R$ 190.000
"Londrina, Ouro Verde",2,45m²,1,1,R$ 147.000
"Londrina, Aurora",3,64m²,1,2,R$ 155.000
"Arapongas, Jardim Aeroporto",2,50m²,1,1,R$ 70.000
"Londrina, Vivendas do Arvoredo",2,70m²,1,1,R$ 120.000
"Apucarana, Centro",3,92m²,2,2,R$ 100.000
Ibiporã,2,56m²,1,1,R$ 170.000
"Londrina, Gleba Ribeirão Limeiro",2,43m²,1,1,R$ 245.000
Bom Sucesso,2,240m²,1,1,R$ 100.000
"Londrina, Centro",2,44m²,1,1,R$ 65.000
"Londrina, Conjunto Semiramis Barros Braga",3,75m²,2,2,R$ 200.000
"Londrina, Jardim Tókio",2,75m²,1,2,R$ 230.000
"Londrina, Gleba Fazenda Palhano",2,45m²,1,1,R$ 235.000
"Londrina, Nova Olinda",2,50m²,1,1,R$ 160.000
"Londrina, Jardim Higienópolis",1,47m²,1,1,R$ 180.000
"Londrina, Jardim Morumbi",2,44m²,1,1,R$ 175.000
"Londrina, Gleba Ribeirão Limeiro",2,42m²,1,1,R$ 226.000
"Londrina, Parque Jamaica",3,57m²,1,1,R$ 130.000
"Londrina, Vila Ipiranga",2,50m²,1,1,R$ 195.000
"Londrina, Nova Olinda",2,42m²,1,1,R$ 125.000
"Londrina, Panorama",2,57m²,1,1,R$ 179.800
"Londrina, Vila Ipiranga",2,53m²,1,1,R$ 230.000
"Apucarana, Loteamento Jardim Por do Sol",2,60m²,1,1,R$ 190.000
"Londrina, Gleba Fazenda Palhano",2,45m²,1,1,R$ 250.000
"Londrina, Centro",2,75m²,1,1,R$ 239.000
"Londrina, Centro",1,30m²,1,1,R$ 220.000
"Londrina, Conjunto Habitacional João Turquino",2,45m²,1,1,R$ 190.000
"Apucarana, Centro",3,92m²,2,3,R$ 100.000
"Londrina, Leonor",2,46m²,1,1,R$ 85.000
"Londrina, Brasília",3,91m²,1,1,R$ 235.000
"Londrina, Brasília",3,91m²,1,1,R$ 235.000
Ibiporã,2,56m²,1,1,R$ 100.325
"Arapongas, Casa Família Arapongas IV",2,70m²,1,1,R$ 185.000
"Arapongas, Jardim do Café",2,47m²,1,1,R$ 130.000
"Londrina, Jardim Higienópolis",1,47m²,1,1,R$ 185.000
"Londrina, Perobinha",2,60m²,1,1,R$ 90.000
"Londrina, Ouro Verde",2,48m²,1,1,R$ 225.000
"Londrina, Gleba Ribeirão Limeiro",2,44m²,1,1,R$ 184.720
"Cambé, Vila Salomé",2,38m²,1,1,R$ 114.838
Ibiporã,2,56m²,1,1,R$ 100.325
"Cambé, Vila Salomé",2,38m²,1,1,R$ 114.838
Ibiporã,2,56m²,4,1,R$ 230.000
"Cambé, Jardim Santo Amaro",1,38m²,1,1,R$ 116.000
"Cambé, Vila Salomé",2,38m²,1,1,R$ 114.838
Ibiporã,2,56m²,1,1,R$ 100.325
"Londrina, Lagoa Dourada",3,62m²,1,1,R$ 149.900
"Cambé, Condomínio Residencial Castelo Branco",2,64m²,2,1,R$ 190.000
"Londrina, Parque Jamaica",3,58m²,1,1,R$ 160.000
"Londrina, Centro",2,67m²,1,1,R$ 200.000
"Londrina, Brasília",2,46m²,1,1,R$ 190.000
"Londrina, Conjunto Residencial Marajoara",2,45m²,1,1,R$ 175.000
"Londrina, Centro",2,67m²,1,2,R$ 200.000
"Londrina, Parque Jamaica",2,49m²,1,1,R$ 121.900
"Londrina, Nova Olinda",2,45m²,1,1,R$ 145.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,70m²,1,1,R$ 250.000
"Londrina, Brasília",2,46m²,1,1,R$ 190.000
Cornélio Procópio,4,90m²,1,2,R$ 250.000
"Londrina, Conjunto Parigot de Souza 1",2,94m²,2,1,R$ 230.000
"Londrina, Lagoa Dourada",2,45m²,1,1,R$ 168.000
Pitangueiras,3,100m²,1,1,R$ 235.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,44m²,1,1,R$ 230.000
"Londrina, Paraíso",2,48m²,1,1,R$ 160.000
"Londrina, Paraíso",2,48m²,1,1,R$ 160.000
"Cambé, Jardim Santo Amaro",2,44m²,1,1,R$ 235.000
"Londrina, Jardim Maria Celina",2,47m²,1,1,R$ 108.000
"Rolândia, Conjunto Habitacional Santiago",2,150m²,2,2,R$ 113.629
"Londrina, Gleba Fazenda Palhano",2,46m²,1,1,R$ 159.000
Rolândia,2,150m²,2,1,R$ 220.000
"Cambé, Jardim Ana Eliza",2,45m²,1,1,R$ 115.000
"Londrina, Perobinha",2,49m²,1,1,R$ 130.000
"Arapongas, Jardim Imperial",1,40m²,2,1,R$ 130.000
"Londrina, Gleba Ribeirão Limeiro",1,44m²,1,1,R$ 198.000
"Londrina, Gleba Fazenda Palhano",3,69m²,1,1,R$ 240.267
"Londrina, Aurora",2,80m²,2,2,R$ 250.000
"Cambé, Jardim Vitória",2,55m²,1,1,R$ 180.000
"Cambé, Novo Bandeirantes",3,300m²,2,1,R$ 180.000
Ibiporã,3,62m²,2,1,R$ 160.000
"Londrina, San Fernando",2,45m²,1,1,R$ 120.000
"Londrina, Vitória",2,63m²,1,1,R$ 215.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,45m²,1,1,R$ 210.000
"Londrina, Jardim Palermo",2,62m²,1,2,R$ 200.000
"Londrina, Industrial",2,46m²,1,1,R$ 129.000
Ibiporã,2,45m²,1,1,R$ 170.000
"Cambé, Vila Salomé",2,40m²,1,1,R$ 195.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,45m²,1,1,R$ 156.000
"Londrina, Jardim São Paulo II",2,48m²,1,1,R$ 150.000
"Londrina, Taliana",2,47m²,1,1,R$ 160.000
"Londrina, Centro",2,50m²,1,1,R$ 175.000
"Londrina, Jardim Maria Celina",2,72m²,1,1,R$ 210.000
"Londrina, Jardim São Paulo II",2,45m²,1,1,R$ 198.000
"Londrina, Jardim Morumbi",2,77m²,1,1,R$ 215.000
"Cambé, Vila Salomé",2,40m²,1,1,R$ 195.000
"Rolândia, Conjunto Habitacional Santiago",2,70m²,1,1,R$ 113.630
"Londrina, Vale dos Tucanos",2,45m²,1,1,R$ 180.000
Lupionópolis,2,77m²,1,1,R$ 215.000
"Londrina, Vale dos Tucanos",2,121m²,1,1,R$ 230.000
"Londrina, Conjunto Semiramis Barros Braga",4,90m²,3,2,R$ 200.000
"Londrina, Conjunto Habitacional Violim",3,100m²,2,1,R$ 185.000
"Londrina, Centro",2,67m²,1,1,R$ 200.000
"Londrina, Jardim São Paulo II",2,45m²,1,1,R$ 220.000
"Apucarana, Jardim Aeroporto",2,5047m²,1,1,R$ 215.000
"Londrina, Brasília",2,74m²,1,1,R$ 223.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,43m²,1,1,R$ 199.000
Ibiporã,2,62m²,1,1,R$ 160.000
"Londrina, Taliana",2,47m²,1,1,R$ 165.000
"Londrina, Brasília",2,74m²,1,1,R$ 223.000
"Londrina, Parque Jamaica",3,70m²,1,1,R$ 215.000
"Apucarana, Residencial Interlagos",2,50m²,1,1,R$ 180.000
"Londrina, Vale dos Tucanos",2,44m²,1,1,R$ 205.000
"Cambé, Vila Salomé",2,47m²,1,1,R$ 200.000
"Rolândia, Conjunto Habitacional Santiago",2,70m²,1,1,R$ 180.000
"Londrina, Franca",2,44m²,1,1,R$ 90.000
"Londrina, Leonor",2,46m²,1,1,R$ 172.000
"Londrina, Ouro Verde",2,48m²,1,1,R$ 187.000
"Londrina, Alto da Colina",1,17m²,1,1,R$ 130.000
"Cambé, Chácara Manella",2,47m²,1,1,R$ 210.000
"Londrina, Brasília",2,50m²,1,1,R$ 220.000
"Londrina, Antares",3,65m²,1,1,R$ 235.000
"Londrina, Vale dos Tucanos",2,55m²,1,2,R$ 230.000
"Londrina, Brasília",2,50m²,1,1,R$ 220.000
"Londrina, Conjunto Residencial Marajoara",2,45m²,1,1,R$ 155.000
"Londrina, Conjunto Habitacional João Turquino",2,46m²,1,1,R$ 120.000
"Londrina, Perobinha",2,49m²,1,1,R$ 145.000
"Londrina, Jardim Vilas Boas",3,60m²,2,1,R$ 220.000
"Londrina, Jardim União da Vitória II",2,126m²,1,1,R$ 195.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,45m²,1,1,R$ 179.670
"Cambé, Jardim Morada do Sol",3,58m²,1,1,R$ 160.000
"Londrina, Cinco Conjuntos",3,200m²,2,1,R$ 199.999
"Londrina, Vila Filipin",2,51m²,1,2,R$ 175.000
"Cambé, Jardim Vitória",2,55m²,1,1,R$ 180.000
"Londrina, Jardim Aliança",2,168m²,1,1,R$ 90.000
"Londrina, Colinas",2,44m²,1,1,R$ 65.000
"Londrina, Brasília",2,90m²,2,1,R$ 230.000
"Londrina, Waldemar Hauer",3,105m²,1,1,R$ 230.000
"Londrina, Conjunto Semiramis Barros Braga",3,200m²,1,1,R$ 200.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",1,45m²,1,1,R$ 180.000
"Londrina, Conjunto Habitacional João Turquino",2,45m²,1,1,R$ 200.000
"Londrina, Jardim Jóquei Club",2,50m²,1,1,R$ 185.000
"Londrina, Jardim São Paulo II",3,60m²,1,1,R$ 250.000
"Rolândia, Jardim Rosângelo",2,149m²,1,1,R$ 85.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,44m²,1,1,R$ 179.000
"Londrina, Jardim Colúmbia D",2,59m²,1,1,R$ 250.000
"Londrina, Gleba Ribeirão Limeiro",2,45m²,1,1,R$ 195.000
"Londrina, Centro",1,39m²,1,1,R$ 250.000
"Londrina, Igapó",3,74m²,1,2,R$ 220.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,45m²,1,1,R$ 155.000
"Londrina, Brasília",2,90m²,2,1,R$ 230.000
"Apucarana, Jardim Aeroporto",2,46m²,1,1,R$ 200.000
"Londrina, Lima Azevedo",2,54m²,1,1,R$ 220.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,48m²,1,1,R$ 175.000
Ibiporã,2,46m²,1,1,R$ 170.000
"Londrina, Gleba Ribeirão Limeiro",2,45m²,1,1,R$ 235.000
"Londrina, Jardim São Paulo II",2,50m²,1,1,R$ 210.000
"Londrina, Jardim Morumbi",3,57m²,1,1,R$ 200.000
"Londrina, Residencial Quadra Norte",2,256m²,2,2,R$ 130.000
Figueira,2,250m²,1,1,R$ 63.330
Santo Antônio da Platina,3,223m²,1,1,R$ 92.791
"Cambé, Chácara Manella",1,38m²,1,1,R$ 106.667
Figueira,2,250m²,1,1,R$ 63.330
Florestópolis,1,263m²,1,1,R$ 70.507
"Cambé, Chácara Manella",1,38m²,1,1,R$ 106.667
Florestópolis,1,263m²,1,1,R$ 70.507
Figueira,2,250m²,1,1,R$ 63.330
Santo Antônio da Platina,3,223m²,1,1,R$ 92.791
"Londrina, San Remo",2,200m²,2,1,R$ 230.000
"Londrina, Jardim Maria Celina",2,43m²,1,1,R$ 100.000
"Londrina, Jardim Morumbi",2,52m²,1,1,R$ 230.000
"Londrina, Jardim Morumbi",2,80m²,5+,1,R$ 250.000
"Londrina, Conjunto Parigot de Souza 1",3,70m²,1,1,R$ 150.000
Pinhalão,2,135m²,1,1,R$ 92.066
"Cambé, Residencial Monte Castelo",2,44m²,1,1,R$ 235.000
Ibaiti,2,68m²,1,1,R$ 250.000
"Apucarana, Residencial Itália",3,70m²,1,1,R$ 160.000
"Rolândia, Jardim Novo Horizonte",2,70m²,1,2,R$ 250.000
"Londrina, Jardim Colúmbia D",2,58m²,1,1,R$ 235.000
"Londrina, Catuai",2,250m²,3,2,R$ 180.000
Ibiporã,2,45m²,1,1,R$ 170.000
"Londrina, Nova Olinda",2,50m²,1,1,R$ 155.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,44m²,1,1,R$ 179.000
"Londrina, Jardim São Paulo II",2,44m²,1,1,R$ 120.000
"Londrina, Heimtal",3,52m²,1,1,R$ 220.000
"Londrina, Cidade Industrial 2",2,70m²,1,1,R$ 210.000
"Londrina, Jardim São Rafael",3,120m²,2,2,R$ 150.000
"Cambé, Vila Salomé",2,45m²,1,1,R$ 180.000
"Londrina, Industrial",2,44m²,1,1,R$ 145.000
"Londrina, Antares",3,55m²,1,1,R$ 240.000
"Londrina, San Fernando",2,55m²,1,1,R$ 148.400
"Londrina, Heimtal",3,52m²,1,1,R$ 144.420
"Londrina, Cidade Industrial 2",2,45m²,1,1,R$ 164.870
"Londrina, Antares",3,65m²,1,1,R$ 234.840
"Londrina, Portal de Versalhes 1",1,50m²,1,1,R$ 170.000
"Londrina, Parque Jamaica",2,60m²,1,1,R$ 140.000
"Londrina, Colinas",2,42m²,1,1,R$ 170.000
"Londrina, Centro",2,55m²,1,1,R$ 181.000
"Londrina, Jardim Anaterra",3,70m²,3,1,R$ 140.000
"Londrina, Brasília",2,67m²,1,1,R$ 212.000
"Cambé, Centro",2,50m²,1,1,R$ 178.000
"Londrina, Jardim das Américas",2,58m²,1,1,R$ 230.000
"Londrina, Olímpico",2,127m²,2,1,R$ 180.000
"Londrina, Vila Filipin",2,48m²,1,1,R$ 200.000
"Londrina, Ernani Moura Lima",1,70m²,3,2,R$ 240.000
"Londrina, Jardim das Américas",3,57m²,1,1,R$ 160.000
"Londrina, Alto da Colina",1,17m²,1,1,R$ 127.000
"Londrina, Brasília",2,67m²,1,1,R$ 212.000
"Cambé, Centro",2,50m²,1,1,R$ 178.000
Ibaiti,3,158m²,2,1,R$ 240.000
"Londrina, Colinas",2,47m²,1,1,R$ 230.000
"Londrina, Jardim Bandeirantes",3,54m²,1,1,R$ 150.000
"Londrina, Conjunto Vivi Xavier",2,92m²,1,1,R$ 160.000
"Arapongas, Jardim Planalto",2,110m²,1,1,R$ 98.370
"Londrina, Conjunto Residencial Itamaraty",3,75m²,1,2,R$ 199.900
"Arapongas, Jardim Planalto",2,110m²,1,1,R$ 98.370
Lupionópolis,3,72m²,2,2,R$ 110.000
"Londrina, Centro",3,111m²,2,3,R$ 120.000
"Arapongas, Jardim San Raphael V",3,84m²,1,1,R$ 200.000
"Londrina, Esperança",2,41m²,1,1,R$ 250.000
"Londrina, Vale dos Tucanos",3,64m²,1,1,R$ 180.000
"Londrina, Jardim Santa Cruz",3,58m²,1,1,R$ 180.000
"Londrina, Andrade",2,65m²,1,1,R$ 250.000
"Londrina, Centro",2,45m²,1,1,R$ 230.000
"Londrina, Antares",3,56m²,1,1,R$ 240.000
"Londrina, Jardim das Américas",2,44m²,1,1,R$ 149.000
"Londrina, Alto da Colina",1,17m²,1,1,R$ 135.000
"Londrina, Centro",2,65m²,1,1,R$ 239.000
"Cambé, Chácara Manella",2,40m²,1,1,R$ 207.000
"Londrina, Jardim São Paulo",2,67m²,1,1,R$ 210.000
"Londrina, Alto da Colina",1,25m²,1,1,R$ 130.000
"Londrina, Olímpico",3,120m²,1,1,R$ 185.000
"Londrina, Ouro Verde",2,44m²,1,1,R$ 130.000
"Londrina, Vila Filipin",2,60m²,1,1,R$ 200.000
"Londrina, Jardim das Américas",2,44m²,1,1,R$ 155.000
"Londrina, Alto da Colina",2,53m²,1,1,R$ 175.000
"Londrina, Jardim Imagawa",2,48m²,1,1,R$ 160.000
"Cambé, Vila Salomé",2,56m²,1,2,R$ 220.000
"Londrina, Jardim Morumbi",2,48m²,1,1,R$ 250.000
"Londrina, Jardim Morumbi",2,46m²,1,1,R$ 250.000
"Londrina, Jardim Sabará",2,45m²,1,1,R$ 240.000
"Londrina, Antares",1,91m²,1,1,R$ 235.000
"Londrina, Cidade Industrial 2",1,45m²,1,1,R$ 165.000
"Londrina, Conjunto Habitacional João Turquino",2,43m²,1,1,R$ 164.900
"Londrina, San Fernando",2,52m²,1,1,R$ 180.000
"Londrina, Gleba Ribeirão Limeiro",2,48m²,1,1,R$ 170.000
"Londrina, Jardim Tókio",2,57m²,1,2,R$ 230.000
"Londrina, Alto da Colina",1,26m²,1,1,R$ 150.000
"Londrina, Jardim Maria Luiza",3,55m²,1,1,R$ 200.000
"Londrina, Cidade Industrial 2",2,46m²,1,1,R$ 220.000
"Londrina, Parque Residencial Alcântara",2,60m²,1,1,R$ 240.000
"Londrina, Jardim Tabapuã",3,50m²,1,1,R$ 170.000
"Apucarana, Vila Reis",2,126m²,1,1,R$ 185.000
"Arapongas, Jardim Monte Carlo II",2,60m²,1,1,R$ 220.000
"Londrina, Jardim Jóquei Club",2,46m²,1,1,R$ 180.000
"Londrina, Paraíso",2,45m²,1,1,R$ 155.000
"Londrina, Santa Joana",5+,250m²,2,2,R$ 230.000
"Londrina, Gleba Ribeirão Limeiro",2,43m²,1,1,R$ 250.000
Nova América da Colina,2,60m²,1,1,R$ 220.000
