Bairro,Numero de quartos,Metros quadrados,Vagas de Garagem,Numero de Banheiros,Preço
Gleba Fazenda Palhano,2,78,1,2,850000
Brasília,3,79,1,1,285000
Parque Residencial Joaquim Toledo Piza,3,130,2,1,695000
Jardim Londrilar,3,204,3,5,1550000
Jardim Mairá,2,140,1,1,180000
Granville Parque Residencial,3,201,2,2,1500000
Ouro Verde,2,45,1,1,220000
Centro,3,101,1,2,495000
Gleba Fazenda Palhano,3,187,2,2,2100000
Sabará I,3,120,2,2,595000
Judith,3,89,1,1,590000
Conjunto Parigot de Souza 3,3,150,2,2,380000
Centro,3,92,1,1,380000
Colúmbia,3,113,2,4,500000
Brasília,2,45,1,1,170000
Centro,3,184,2,5,1100000
Ideal,2,52,3,1,290000
Gleba Fazenda Palhano,3,113,2,4,1200000
Brasília,3,84,2,2,817000
Jardim Monte Sinai,3,137,2,2,580000
Centro,2,64,1,2,450000
Portal de Versalhes 2,4,306,2,4,800000
Esperança,3,202,4,5,1850000
Roseira,2,80,4,1,249000
Jardim Morumbi,3,285,2,5,2040000
Aragarça,3,365,4,2,1800000
Portal de Versalhes 1,3,132,2,3,780000
Jardim Morumbi,3,199,4,4,1300000
Jardim Higienópolis,3,96,2,3,540000
Residencial José Lázaro Gouvea,3,69,2,2,520000
Conjunto Habitacional Santiago II,3,95,2,1,520000
Santa Mônica,3,60,1,1,250000
Interlagos,2,255,3,3,420000
Gleba Fazenda Palhano,3,131,2,5,1600000
Paraíso,2,51,1,1,175000
Brasília,2,65,2,2,535000
Gleba Fazenda Palhano,3,199,3,2,1800000
Jardim Aliança,2,95,3,1,295000
Gleba Fazenda Palhano,3,162,2,4,1350000
São Vicente,3,66,1,2,449000
Parigot de Souza 2,3,130,2,2,260000
Jardim Santo Antônio,2,100,1,3,330000
Parque Residencial Joaquim Toledo Piza,5,270,5,5,1000000
Brasília,3,200,2,4,1390000
Jardim São Vicente Palloti,3,150,2,3,550000
Brasília,2,73,1,2,270000
Jardim Vale Azul,1,125,1,1,130000
Vale dos Tucanos,3,65,1,1,175000
Vale dos Tucanos,3,64,1,2,499000
Jardim Burle Marx,3,142,2,3,1090000
Jardim São Paulo II,3,64,1,1,220000
Brasília,3,81,2,2,435000
Pacaembu,3,116,2,2,465000
Jardim Neman Sahyun,3,170,2,2,540000
Conjunto Habitacional João Turquino,2,42,1,1,149000
Leonor,3,100,4,2,260000
Alpes,4,197,1,2,460000
Gleba Fazenda Palhano,2,89,2,3,880000
Parque Residencial Joaquim Toledo Piza,3,130,2,2,695000
Jardim Shangri-la A,4,220,5,5,1200000
Jardim Santa Alice,3,80,2,1,370000
Brasília,4,157,2,3,680000
Vila Larsen 1,3,327,4,1,580000
Conjunto Habitacional Doutor Farid Libos,2,46,1,1,186000
Conjunto Habitacional João Turquino,2,43,1,1,140000
Colinas,2,44,1,1,215000
Brasília,3,167,1,3,510000
Cinco Conjuntos,3,130,2,1,230000
Colonial,4,757,4,5,4200000
Tucano,4,900,5,5,4000000
Bela Vista,2,128,2,3,990000
Parque Residencial Joaquim Toledo Piza,3,110,1,1,640000
Jardim Morumbi,3,156,4,2,1100000
Esperança,4,295,5,5,2990000
Jardim Morumbi,2,50,1,1,300000
Gleba Fazenda Palhano,3,133,2,3,1090000
Ideal,3,240,2,2,1750000
Vale dos Tucanos,4,125,1,3,650000
Jardim Presidente,3,71,1,2,660000
Conjunto Habitacional Doutor Farid Libos,2,46,1,1,250000
Esperança,3,154,2,3,1450000
Jardim Morumbi,3,175,4,4,1380000
Jardim Burle Marx,3,142,1,2,1090000
Jardim Higienópolis,3,300,3,3,1250000
Jardim Vale Azul,3,85,3,2,490000
Esperança,3,200,4,4,1390000
Guanabara,3,148,3,2,1500000
Jardim Novo Sabará,3,102,2,3,390000
Vila Ipiranga,2,65,1,1,220000
Gleba Fazenda Palhano,3,200,4,5,2350000
Vila Siam,3,76,1,2,235000
Colinas,3,83,2,2,355000
Portal de Versalhes 2,3,130,2,3,450000
Gleba Fazenda Palhano,3,216,3,4,2250000
Kennedy,5,590,3,5,3500000
Alto da Boa Vista,3,102,3,1,390000
Califórnia,4,225,1,2,590000
Jardim Maria Luiza,2,45,1,1,190000
Bandeirantes,2,60,2,2,380000
Santa Mônica,3,150,3,3,470000
Gleba Fazenda Palhano,3,165,2,3,1950000
Portal de Versalhes 1,3,125,2,3,790000
Califórnia,3,90,1,2,480000
Terra Bonita,2,70,2,2,850000
Brasília,3,77,1,2,420000
Jardim Morumbi,3,231,4,4,1600000
Conjunto Habitacional Santiago II,2,53,1,2,223700
Alpes,3,104,5,2,480000
Alpes,3,230,5,4,790000
Centro,3,101,1,2,480000
Brasília,2,100,2,1,320000
Lima Azevedo,3,224,3,4,800000
Centro,3,204,2,1,2582000
Andes,3,98,1,3,421000
Gleba Fazenda Palhano,3,75,1,2,873400
Conjunto Habitacional Santiago II,2,80,1,2,390000
São Pedro,2,45,1,1,180000
Shangri-lá,3,100,2,1,230000
Esperança,3,209,4,4,1450000
Jardim Sérgio Antônio,2,51,1,1,145000
Brasília,3,55,1,1,241600
Conjunto Habitacional Alexandre Urbanas,3,150,4,4,1050000
Centro,4,367,2,5,1300000
Centro,1,30,1,1,185000
Brasília,3,62,1,1,331000
Bela Suiça,5,1000,5,5,15000000
Heimtal,3,80,1,1,270000
Bela Suiça,3,113,2,3,780000
Brasília,2,70,1,2,270000
Jardim Portal dos Pioneiros,3,95,1,2,480000
Novo Antares,3,150,5,2,550000
Jardim Morumbi,3,100,1,1,300000
Quebec,5,586,5,5,2300000
Industrial,5,202,5,3,530000
Leonor,2,140,2,3,320000
Gleba Fazenda Palhano,3,220,3,4,1990000
Coliseu,3,170,1,1,800000
Gleba Fazenda Palhano,2,44,1,1,255000
Jardim América,2,57,1,2,245000
Conjunto Habitacional Doutor Farid Libos,2,43,1,1,280000
Recanto do Salto,3,240,4,3,3210000
Centro,3,109,1,2,440000
Jardim Maria Luiza,2,45,1,1,175000
Aragarça,4,170,4,2,320000
Bela Suiça,3,97,1,1,450000
Conjunto Habitacional Alexandre Urbanas,3,191,4,4,1290000
Parque das Indústrias,3,276,1,1,500000
São Pedro,4,208,2,3,1200000
Armindo Guazzi,3,107,2,2,300000
Brasília,2,86,1,1,330000
Brasília,3,97,1,2,430000
Jardim São Paulo II,2,50,1,1,210000
Leonor,2,46,1,1,165000
Santa Rosa,2,69,2,2,630000
Igapó,3,65,1,1,230000
Jardim São Paulo II,3,60,1,1,220000
Vitória,2,45,1,1,180000
Paraíso,2,48,1,1,160000
Aurora,3,75,1,2,489410
Jardim Burle Marx,5,190,2,5,850000
Jardim Nova Esperança,3,100,2,1,210000
Jardim Guararapes,3,155,2,2,869000
Vila Fujita,3,178,2,3,698000
Gleba Simon Frazer,3,235,4,2,1599000
Centro,3,74,1,1,350000
Terras de Santana II,2,92,2,2,500000
Itapoã,2,78,2,1,270000
Heimtal,3,110,2,1,700000
Gleba Fazenda Palhano,3,78,2,2,700000
Gleba Fazenda Palhano,2,45,2,1,325000
Gleba Fazenda Palhano,3,215,2,3,2400000
São Pedro,4,209,4,3,1200000
Brasília,1,49,2,1,235000
Lindóia,3,135,3,3,490000
Gleba Fazenda Palhano,3,130,2,3,1190000
Guanabara Parque Boulevard,3,104,2,3,1100000
Conjunto Habitacional Jamile Dequech,2,40,1,1,88000
Jardim Morumbi,3,146,2,5,1000000
Jardim Pequena Londres,3,78,1,2,335000
Vila Ipiranga,3,788,5,1,2000000
Brasília,2,61,1,1,265000
Centro,2,330,2,3,1300000
Leonor,3,179,3,1,250000
Vila Brasil,2,66,1,1,358000
Guanabara Parque Boulevard,3,104,2,3,1060000
Colúmbia,3,134,2,3,450000
Gleba Simon Frazer,3,78,2,2,450000
Conjunto Residencial Marajoara,2,45,1,1,170000
Califórnia,3,119,2,2,650000
Brasília,3,56,1,1,165000
Centro,3,76,1,2,550000
Centro,3,67,1,2,525000
Colinas,2,44,1,1,205000
Waldemar Hauer,2,136,2,3,460000
Jardim Vale Verde,3,180,4,2,450000
Lago Parque,4,220,1,4,820000
Leonor,2,46,1,1,180000
Champagnat,3,253,4,4,700000
Vila Larsen 1,3,75,2,1,400000
Parque das Indústrias,3,126,2,2,400000
Gleba Fazenda Palhano,4,346,4,5,6500000
Rodocentro,2,50,1,1,145000
Colúmbia,3,80,2,2,395000
Estância Santa Paula,4,441,4,5,3980000
Gleba Fazenda Palhano,4,400,2,5,5250000
Terra Bonita,3,225,4,3,1700000
Vila Ipiranga,3,130,2,3,750000
Centro,1,120,1,3,380000
Monte Belo,3,96,1,1,550000
Gleba Simon Frazer,3,80,2,2,420000
Bela Suiça,3,113,2,2,750000
Vila Siam,2,69,1,2,630000
Petrópolis,5,170,1,2,650000
Califórnia,3,156,2,2,750000
Gleba Fazenda Palhano,3,180,2,5,1950000
Gleba Fazenda Palhano,3,155,2,4,2000000
Vila Filipin,2,51,1,1,190000
Alpes,3,307,5,3,520000
Vila Ipiranga,2,52,1,1,290000
Olímpico,2,45,1,1,210000
Gleba Fazenda Palhano,2,79,2,2,560000
Santa Rosa,3,108,2,3,1300000
Cinco Conjuntos,3,227,4,2,600000
Jardim Maria Luiza,2,45,1,1,190000
Vila Santa Terezinha,2,52,1,1,395000
Esperança,3,242,3,4,2650000
Brasília,2,56,1,1,240000
Ideal,3,137,1,1,320000
Jardim Morumbi,2,52,1,1,230000
Brasília,3,180,3,1,300000
Centro,3,147,2,3,680000
Cidade Industrial 2,2,42,1,1,190000
Gleba Fazenda Palhano,3,120,2,2,1250000
Jardim Montecatini,2,80,2,3,310000
Champagnat,3,58,1,1,329230
Centro,3,74,2,2,602000
Jardim Maria do Carmo,1,64,1,1,270000
Centro,3,71,1,2,350000
Bela Suiça,2,74,1,2,890000
Jardim Continental,3,60,2,1,280000
Centro,1,29,1,1,234000
Paraíso,2,47,1,1,220000
Gleba Fazenda Palhano,3,236,4,5,3100000
Gleba Fazenda Palhano,2,122,2,3,1590000
Terra Bonita,3,67,1,1,410000
Nova,4,302,3,3,635000
Jardim Albatroz,3,150,2,3,490000
Centro,2,85,2,2,780000
Terras de Santana II,3,185,4,4,1690000
Jardim Maria Celina,3,142,5,1,350000
Bandeirantes,3,140,2,3,670000
Cláudia,3,70,1,1,515000
Alto da Colina,1,39,1,1,135000
Centro,3,137,2,3,800000
Cafezal,3,200,5,3,640000
Jardim Jóquei Club,3,108,2,3,630000
Caravelle,3,360,4,5,1200000
Brasília,3,72,2,2,296000
Vila Brasil,1,45,1,1,178000
Aeroporto,3,93,2,2,530000
Esperança,3,444,5,5,6700000
Quebec,5,1500,5,5,4499260
Bandeirantes,2,100,1,2,240000
Centro,4,297,3,4,1440000
Cafezal,3,70,5,1,460000
Vila Siam,2,70,2,2,565000
Centro,2,63,1,1,270000
Centro,2,65,2,2,430000
Santa Rosa,1,69,1,2,600000
Gleba Fazenda Palhano,2,62,1,2,660000
Centro,3,106,1,3,480000
Conjunto Habitacional Alexandre Urbanas,3,174,3,3,750000
Jardim Agari,4,136,2,5,820000
Gleba Fazenda Palhano,2,60,1,2,756200
Esperança,3,270,4,4,1790000
São Vicente,3,67,1,2,460000
Conjunto Vivi Xavier,3,93,1,2,280000
Jardim Nova Londrina,5,545,5,5,2099000
Iguaçu,3,375,4,1,2570000
São Pedro,1,70,1,1,240000
Brasília,3,81,2,2,399000
Vale dos Tucanos,3,123,2,3,700000
Centro,3,138,2,4,650000
Brasília,3,57,1,1,220000
Jardim Planalto,4,120,1,2,250000
Santa Rosa,2,85,2,2,790000
Caiçaras,3,206,3,4,849000
Perobinha,2,46,1,1,213400
Vila Brasil,2,55,1,1,340000
Gleba Fazenda Palhano,3,114,2,1,1550000
Terra Bonita,2,62,1,2,711000
Gleba Fazenda Palhano,3,127,2,3,1450000
Jardim São Jorge,3,159,3,3,1900000
Bela Vista,3,220,3,2,950000
Cafezal,3,130,3,2,380000
Califórnia,3,120,2,3,529000
Brasília,3,180,2,2,644000
Parque Residencial Michael Licha,2,160,3,3,650000
Brasília,3,159,4,3,980000
Jardim Moema,3,70,1,1,280000
Jardim Paris,1,75,3,1,215000
Bela Suiça,5,650,2,5,3500000
São Pedro,3,108,2,2,430000
Tarobá,2,62,1,1,270000
Terras de Santana II,3,300,4,5,2950000
Brasília,3,43,3,2,175000
Gleba Fazenda Palhano,3,149,2,3,1590000
Centro,2,86,2,2,780000
Gleba Fazenda Palhano,3,69,2,2,495000
Vale dos Tucanos,3,56,1,1,160000
Catuaí Parque Residence,2,62,1,2,645000
Jardim Montecatini,3,145,4,1,1175000
Jardim Vilas Boas,3,70,1,1,190000
Esperança,2,43,1,1,260000
Vila Brasil,1,35,1,1,250000
Jardim Nações Unidas,3,80,2,2,450000
Armindo Guazzi,3,103,2,2,420000
Nova Olinda,2,50,1,1,160000
Paraíso,2,51,1,1,170000
Gleba Fazenda Palhano,3,75,1,2,610000
Petrópolis,3,78,1,2,620000
Centro,3,158,2,5,1000000
Vila Siam,3,71,1,1,490000
Jardim Maria Celina,2,44,1,1,150000
Giovani Lunardelli,3,149,2,2,250000
Igapó,3,65,1,2,453800
Heimtal,2,48,1,1,220000
Esperança,3,360,4,5,4000000
Recanto do Salto,4,380,4,2,3980000
Terras de Santana II,4,316,2,5,2500000
Santa Rosa,4,370,3,5,2500000
Granville Parque Residencial,3,187,4,4,1050000
Gleba Fazenda Palhano,2,122,2,3,1350000
Centro,3,158,4,1,599700
Jardim Presidente,2,71,2,2,565000
Centro,3,81,1,2,670000
Centro,4,191,2,5,850000
Antares,3,86,2,2,660000
Gleba Fazenda Palhano,3,216,3,5,2290000
Jardim Império do Sol,3,95,2,1,635000
Mediterrâneo,4,450,2,5,2700000
Jardim das Américas,3,57,1,1,155000
Brasília,3,71,1,1,270000
Centro,3,80,1,1,320000
Brasília,2,54,1,1,155000
Shangri-lá,2,91,2,1,280000
Paraíso,2,66,3,1,190000
Gleba Fazenda Palhano,3,68,1,2,430000
Brasília,3,80,2,2,371000
Tucano,4,800,5,5,4200000
Jardim Planalto,3,79,2,2,300000
Conjunto Habitacional Alexandre Urbanas,3,143,4,4,1100000
Centro,4,184,2,3,830000
Leonor,3,140,2,2,320000
Vivendas do Arvoredo,4,429,5,5,5500000
Gleba Fazenda Palhano,2,72,1,2,650000
Kennedy,3,182,1,4,1300000
Jardim Higienópolis,3,110,1,1,490000
Gleba Fazenda Palhano,3,108,2,1,1300000
Vila Rica,3,170,3,2,370000
Jardim Higienópolis,2,74,1,2,750000
Gleba Simon Frazer,3,144,2,2,595000
Residencial José B Almeida,3,295,4,3,700000
Brasília,4,204,4,5,1790000
Gleba Fazenda Palhano,3,110,3,4,1250000
Terra Bonita,3,73,1,1,430000
Brasília,2,45,1,1,230000
Jardim Agari,4,137,2,4,870000
Santa Rosa,2,75,2,2,820000
Vivendas do Arvoredo,4,602,1,1,4700000
Centro,3,70,1,2,250000
Residencial José B Almeida,3,93,1,1,300000
Centro,2,50,1,1,129900
Esperança,4,329,4,5,2700000
Jacutinga,2,70,1,1,230000
Petrópolis,3,215,2,2,1200000
Lago Parque,4,359,2,5,1450000
Aurora,3,74,1,2,630000
Tietê,3,49,1,1,150000
Centro,2,54,1,1,412420
Vila Ipiranga,3,96,1,2,330000
Bela Vista,3,77,1,2,356000
Brasília,2,83,1,2,299900
Centro,3,86,2,2,830000
Brasília,3,186,4,2,1120000
Centro,3,80,1,2,550000
Paraíso,2,51,1,1,180000
Vila Ipiranga,1,47,1,1,180000
Centro,3,89,2,1,750000
Progresso,2,116,1,1,180000
Jardim dos Estados,2,80,1,2,325000
Brasília,2,284,2,1,300000
Brasília,3,120,1,2,370000
Conjunto Habitacional José Garcia Molina,2,46,1,1,164000
Conjunto Habitacional Doutor Farid Libos,2,43,1,1,205000
Recanto do Salto,5,744,5,5,8000000
Brasília,3,128,2,3,1145000
Jardim Colúmbia D,1,116,1,3,329370
Califórnia,3,97,3,3,389000
Santa Rosa,3,114,2,3,1200000
Vila Brasil,2,54,1,2,339000
Jardim Maria Celina,3,79,2,2,285000
Ideal,2,60,1,1,280000
Residencial José Lázaro Gouvea,3,70,1,2,500000
Bandeirantes,3,128,2,2,690000
Gleba Simon Frazer,3,199,4,3,1320000
Paraíso,2,52,1,1,155000
Loteamento Chamonix,1,144,2,3,670000
Jardim Tropical,3,117,1,2,380000
Jardim Palermo,2,60,1,2,245000
Jardim Nápoles,5,396,5,5,1350000
Gleba Fazenda Palhano,3,75,1,2,580000
Vivendas do Arvoredo,5,500,4,5,4300000
Jardim Alvorada,3,300,2,2,380000
Parque Jamaica,2,44,1,1,160000
Vila Brasil,4,193,5,3,700000
Veraliz,3,143,2,3,639000
Cafezal,2,140,2,2,470000
Coliseu,4,300,2,4,850000
Gleba Fazenda Palhano,3,81,2,2,730000
Gleba Fazenda Palhano,3,97,2,2,680000
Operária,3,250,3,3,750000
Vila Siam,2,69,2,2,599800
Gleba Fazenda Palhano,3,130,2,5,1250000
Caravelle,3,230,3,3,1190000
Gleba Fazenda Palhano,3,199,3,4,1800000
Gleba Fazenda Palhano,3,185,3,5,1899000
Vila Larsen 1,3,89,1,3,315000
Residencial Verona,2,50,1,1,250000
Dom Pedro,3,140,4,3,1280000
Brasília,3,85,2,2,409900
Jardim Central Park,3,143,4,5,785000
Esperança,2,41,1,1,230000
Campo Belo,3,98,1,3,350000
Jardim São Paulo II,2,48,1,1,190000
Conjunto Semiramis Barros Braga,2,130,2,1,150000
Brasília,2,45,1,1,212000
Colúmbia,3,87,1,2,357000
Vale dos Tucanos,2,64,1,1,185000
Jardim Alah,3,65,1,1,180000
Gleba Fazenda Palhano,2,62,2,2,695000
Recanto do Salto,3,288,2,5,3350000
Jardim Maria Luiza,3,141,2,2,580000
Centro,3,122,1,3,350000
Brasília,4,190,2,5,850000
Vitória,3,60,1,2,370000
Mediterrâneo,3,380,4,3,3000000
Parque Residencial Alcântara,4,520,5,5,2200000
Jardim das Américas,2,54,1,1,149900
Conjunto Habitacional Doutor Farid Libos,2,43,1,1,205000
Gleba Fazenda Palhano,2,89,2,3,850000
Vila Ipiranga,2,53,1,1,245000
Santa Rosa,1,52,1,2,550000
Heimtal,3,52,1,1,199390
Jardim Imagawa,3,73,2,2,316000
Brasília,3,144,2,3,1200000
Jardim Nações Unidas,2,47,1,1,195000
Jardim Tókio,3,78,2,2,330000
Colinas,2,80,1,2,349000
Brasília,3,106,3,3,460000
Jardim Império do Sol,3,160,2,2,515000
Igapó,3,99,2,3,400000
Bela Suiça,2,168,2,2,1750000
Gleba Fazenda Palhano,3,165,2,5,1550000
Gleba Fazenda Palhano,3,129,2,2,1100000
Centro,2,108,1,3,435000
Jardim Pioneiros,3,129,2,2,670000
Centro,1,58,1,1,270000
Centro,4,333,2,4,1200000
Gleba Fazenda Palhano,2,62,1,2,615000
Kennedy,3,79,1,2,600000
Gleba Fazenda Palhano,3,75,1,2,590000
Jardim Morumbi,4,230,4,5,1750000
Jardim Esperança,3,130,1,2,555000
Jardim dos Estados,2,100,1,2,350000
Esperança,3,192,3,3,1500000
Gleba Fazenda Palhano,3,98,2,3,990000
Terra Bonita,4,350,4,5,1999100
Vila Casoni,2,55,1,1,230000
Esperança,4,330,4,5,2990000
Guanabara Parque Boulevard,3,104,2,3,1100000
Esperança,3,236,4,5,2350000
Gleba Fazenda Palhano,3,165,2,5,1450000
Residencial José Lázaro Gouvea,2,69,1,1,560000
Colúmbia,3,56,2,1,270000
Santa Rosa,3,69,1,2,600000
Bandeirantes,3,161,1,2,417440
Esperança,5,360,5,5,3500000
Parque Jamaica,4,205,4,3,1150000
Conjunto Habitacional Alexandre Urbanas,3,145,4,2,1100000
Jardim Nova Esperança,2,73,1,1,139000
Vânia,3,139,4,1,580000
Brasília,2,64,1,1,190000
Colina Verde,4,302,4,3,1650000
Esperança,5,750,4,5,4500000
Jardim Belo Horizonte,3,81,1,2,450000
Centro,4,209,2,2,850000
Antares,3,65,1,2,300000
Brasília,3,280,3,3,872000
Gleba Fazenda Palhano,3,236,3,4,2790000
Tucano,5,750,5,5,4500000
Jardim Oguido,3,65,1,1,250000
Centro,3,147,2,3,770000
Vivendas do Arvoredo,3,104,2,3,980000
Terra Bonita,3,70,1,2,355000
Cidade Industrial 2,2,46,1,1,220000
Vila Filipin,2,50,2,1,190000
Vila Siam,3,71,1,2,670000
Parigot de Souza 2,2,45,1,1,219000
Jardim Agari,3,220,3,3,600000
Jardim Itatiaia 2,3,239,4,4,1750000
Campo Belo,4,114,2,4,750000
Gleba Fazenda Palhano,3,95,2,2,890000
Jardim São Paulo II,2,47,1,1,180000
Lago Parque,3,277,3,3,1100000
Nossa Senhora de Lourdes,2,56,1,2,240000
Gleba Fazenda Palhano,3,122,2,4,1250000
Ideal,2,45,1,1,167000
Jardim Morumbi,3,215,2,4,1690000
Aurora,4,333,4,5,4500000
Jardim Continental,3,75,1,1,300000
Gleba Fazenda Palhano,3,103,2,3,920000
Guanabara,3,269,4,5,3190000
Conjunto Vivi Xavier,4,110,2,2,215000
Gleba Fazenda Palhano,3,182,2,4,2180000
Iguaçu,3,540,4,3,2570000
Santa Rosa,3,108,2,3,1280000
Alto da Boa Vista,4,300,3,2,300000
Jardim Guararapes,3,175,2,3,550000
Cafezal,3,200,3,1,600000
Vitória,3,118,2,3,490000
Centro,3,292,2,3,1050000
Brasília,3,186,4,5,1600000
Condomínio Vale do Arvoredo,3,297,2,4,2200000
Gleba Fazenda Palhano,4,346,4,5,6000000
Jardim Shangri-la A,3,400,5,3,1350000
Jardim Agari,2,92,1,1,390000
Conjunto Habitacional Jamile Dequech,2,100,1,1,239000
Coliseu,5,193,3,4,795000
Santa Rosa,2,104,2,1,1200000
Gleba Fazenda Palhano,2,62,1,2,722450
Jardim América,3,320,5,2,640000
Vila Larsen 1,2,63,2,2,480000
Brasília,3,159,4,3,980000
Aparecida,5,585,1,4,350000
Aurora,2,50,1,1,450000
Roseira,2,70,4,1,250000
Vila Shimabokuro,1,35,1,1,139000
Ideal,3,70,2,1,230000
Colinas,2,44,1,1,200000
Jardim Tókio,3,78,2,3,320000
Jardim Santa Cruz,3,57,1,1,180000
Gleba Fazenda Palhano,3,167,2,5,1890000
Jardim Itatiaia 2,2,2500,5,1,2700000
Centro,3,163,3,4,1025000
Parque Residencial Joaquim Toledo Piza,3,135,2,2,690000
Olímpico,3,57,1,1,310000
Jardim Honda 2,3,100,2,3,280000
Gleba Fazenda Palhano,3,136,2,3,1590000
Califórnia,3,80,1,1,290000
Bela Vista,3,77,1,1,369000
Parque Residencial Alcântara,3,500,4,5,3500000
Tucano,3,1200,5,5,3200000
Caravelle,3,390,4,4,1400000
Centro,5,470,5,5,2890000
Ideal,3,117,2,3,610000
Shangri-lá,4,137,2,3,559410
Jardim Itatiaia 2,2,260,4,2,1290000
Condomínio Royal Golf Residence,5,900,4,5,12000000
Jardim Adriana I,2,250,3,2,480000
Messiânico,3,80,2,2,250000
Jardim Tókio,5,176,2,3,240000
Centro,3,110,1,2,500000
Brasília,3,155,5,2,550000
Ideal,2,54,1,1,250000
Colúmbia,2,57,1,1,225000
Santa Mônica,3,150,3,3,460000
Santa Rosa,3,245,3,4,3400000
Esperança,4,497,3,5,5900000
Gleba Fazenda Palhano,3,131,2,5,1330000
Jardim Higienópolis,1,56,1,1,290000
Dom Ático,3,120,3,2,695000
Jardim Tropical,2,80,5,2,300000
Mediterrâneo,5,549,5,5,3000000
Igapó,4,330,2,2,1280000
Ouro Verde,2,45,1,1,189900
Jardim São Paulo,3,87,1,2,370000
Jardim Morumbi,2,50,1,1,330000
Esperança,5,377,4,5,6300000
Jardim Alah,2,55,1,1,330000
Iguaçu,3,300,4,4,2250000
Gleba Fazenda Palhano,3,155,2,4,2500000
Igapó,2,55,1,1,190000
Gleba Fazenda Palhano,2,43,1,1,165000
Cláudia,3,55,1,1,265000
Gleba Fazenda Palhano,2,70,2,2,645000
Brasília,3,172,4,2,1190000
Jardim Strass,3,82,1,2,349650
Brasília,3,55,1,1,290000
Aparecida,5,332,2,5,800000
Caiçaras,3,131,2,2,1280000
Colúmbia,3,110,2,3,470000
Bela Suiça,4,419,4,5,5300000
Vila Filipin,2,70,1,2,440000
Santa Rita 1,4,220,3,3,875000
Jardim São Jorge,4,283,4,5,4400000
Gleba Fazenda Palhano,3,79,2,2,570000
Igapó,3,65,1,2,476000
Brasília,2,46,1,1,250000
Gleba Fazenda Palhano,2,87,1,2,953000
Centro,3,147,2,3,800000
Esperança,4,283,4,5,3000000
Conjunto Habitacional Alexandre Urbanas,3,175,2,1,480000
Santa Rosa,2,75,1,2,760000
Colúmbia,3,99,1,2,379330
Tucano,4,330,4,4,1350000
Olímpico,3,80,3,3,160000
Santa Rosa,3,246,4,4,2700000
Brasília,3,105,2,2,660000
Vila Casoni,3,128,2,2,350000
Brasília,2,93,2,2,395000
Parque Residencial Joaquim Toledo Piza,4,140,3,3,375000
Bandeirantes,3,98,1,1,380000
Bandeirantes,3,80,2,2,424760
Residencial José Lázaro Gouvea,3,70,1,2,510000
Recanto do Salto,4,308,2,4,3950000
Residencial Quadra Norte,3,197,2,3,520000
Vila Goes,3,184,5,2,798000
Centro,2,58,1,1,325000
Centro,1,45,1,1,230000
Jardim Pérola,3,220,4,3,650000
Ernani Moura Lima,3,150,5,4,390000
Gleba Fazenda Palhano,3,74,1,2,590000
Aeroporto,4,186,4,4,445000
Conjunto Habitacional Alexandre Urbanas,3,169,2,4,1280000
Brasília,3,306,3,1,280000
Gleba Fazenda Palhano,3,165,2,5,1600000
Jardim Império do Sol,4,202,3,3,550000
Vale dos Tucanos,2,69,1,1,195000
Gleba Ribeirão Limeiro,2,45,1,1,265000
Jardim Novo Sabará,3,169,2,3,490000
Armindo Guazzi,2,103,1,2,450000
Centro,3,92,2,2,445000
Gleba Fazenda Palhano,3,130,2,5,1500000
Vila Casoni,2,54,1,1,195000
Vila Larsen 1,2,47,1,2,300000
Rodocentro,3,58,1,1,180000
Centro,3,213,4,1,900000
Gleba Fazenda Palhano,3,122,2,4,1350000
Bancários,3,183,2,3,630000
Campo Belo,3,200,2,2,900000
Estância Santa Paula,4,441,4,5,3980000
Gleba Fazenda Palhano,3,103,2,1,860000
Jardim Neman Sahyun,3,93,4,2,270000
Esperança,3,224,2,5,1800000
Santa Rosa,2,69,1,2,614530
Centro,3,261,2,3,650000
Marumbi,2,79,2,2,320000
Gleba Ribeirão Limeiro,3,187,4,4,1700000
Catuai,3,80,2,1,299000
Gleba Fazenda Palhano,2,70,1,1,630000
Centro,3,168,1,2,480000
Santa Rosa,3,100,2,2,1150000
Gleba Ribeirão Limeiro,2,44,1,1,209640
Jardim Shangri-la A,2,97,1,1,385000
Centro,4,428,2,2,1200000
Cidade Industrial 2,2,46,1,1,279000
Conjunto Habitacional Maria Cecília Serrano de Oliveira,2,135,2,2,175000
Bancários,3,258,4,4,1290000
Conjunto Habitacional Doutor Farid Libos,2,45,1,1,200000
Parque Residencial Alcântara,4,546,4,5,3500000
Cidade Industrial 2,2,44,1,1,179000
Centro,3,86,2,2,760000
Bandeirantes,4,150,2,2,600000
Vitória,2,63,1,1,180000
Brasília,2,47,1,1,200000
Santa Rosa,4,370,3,5,2600000
Gleba Fazenda Palhano,3,100,2,2,1065000
Gleba Fazenda Palhano,2,47,1,1,270000
Centro,3,92,1,3,340000
Vila Brasil,3,66,1,1,514900
Lago Parque,4,360,3,5,1450000
Colúmbia,3,81,2,2,335000
Esperança,3,216,3,4,2350000
Residencial José Lázaro Gouvea,3,220,2,5,2600000
Gleba Fazenda Palhano,3,112,2,3,1340000
Brasília,2,300,2,2,550000
Terra Bonita,2,73,1,1,450000
Jardim Morumbi,3,57,1,1,200000
Vila Ipiranga,3,70,1,2,370000
Jardim dos Estados,2,92,2,2,620000
