Bairro,Numero de quartos,Metros quadrados,Vagas de Garagem,Numero de Banheiros,Preço
Brasília,2,47,1,1,158400
Bela Suiça,4,427,4,5,5990000
Jardim São Paulo,3,64,1,1,240000
Jardim Morumbi,3,210,2,5,1500000
Gleba Fazenda Palhano,3,142,1,3,1680000
Gleba Fazenda Palhano,3,323,4,5,3859000
Jardim Tabapuã,3,289,3,3,990000
Olímpico,2,49,1,1,320000
Brasília,2,46,1,1,270000
Parque Jamaica,2,61,1,2,470000
Jardim Neman Sahyun,1,45,2,1,350000
Jardim do Lago,4,217,2,4,1650000
Dom Bosco,3,85,1,2,350000
Centro,4,280,3,4,1450000
Gleba Fazenda Palhano,2,64,1,1,480000
Jardim Itatiaia 1,4,360,4,4,2350000
Leonor,2,62,2,1,296000
Gleba Fazenda Palhano,3,126,3,4,1490000
Marumbi,3,157,2,3,1150000
Jacomo Violin,3,140,3,3,380000
Gleba Fazenda Palhano,3,111,1,3,1348200
Jardim Barra Forrest,3,180,1,2,380000
Esperança,4,660,4,5,7900000
Parque Jamaica,2,60,1,1,390000
Pinheiros,3,163,3,2,500000
Jardim Tókio,3,58,1,1,210000
Gleba Fazenda Palhano,3,181,3,3,1950000
Jardim Santos Paulo,3,113,2,2,460000
Parque Jamaica,2,49,1,1,160000
Rodocentro,3,137,2,2,650000
Gleba Simon Frazer,3,227,4,4,1590000
Colinas,2,44,1,1,199000
Andes,3,70,1,1,309999
Jardim Morumbi,3,195,4,4,1150000
Califórnia,3,123,2,2,639120
Cafezal,3,140,2,1,250000
Andrade,3,72,1,2,530000
Leonor,2,74,1,1,210000
Veraliz,3,71,1,2,520900
Brasília,3,100,2,2,510000
Nossa Senhora de Lourdes,3,76,1,2,265000
Jardim Santa Cruz,2,45,1,1,135000
Gleba Fazenda Palhano,3,222,4,5,1990000
Jardim Ok,3,132,2,1,580000
Jardim Alvorada,3,150,2,2,650000
Jardim Portal de Itamaracá,3,84,2,2,350000
Jardim Morumbi,2,46,1,1,240000
Parque Residencial Joaquim Toledo Piza,2,55,1,1,180000
Champagnat,4,180,2,1,380000
Conjunto Café,3,62,1,1,190000
Conjunto Habitacional Doutor Farid Libos,2,43,1,1,195000
Colúmbia,3,80,1,2,375000
Centro,3,204,2,4,2595500
Gleba Fazenda Palhano,3,216,3,4,2800000
Dom Pedro,3,210,4,2,1280000
Jardim Morumbi,4,140,4,4,849000
Bela Suiça,4,427,4,5,6500000
Centro,3,111,1,3,435000
Parque Jamaica,3,71,1,2,490000
Parque Jamaica,2,60,1,2,470000
Gleba Simon Frazer,3,163,2,3,1300000
Gleba Fazenda Palhano,3,207,3,5,2800000
Parque Residencial Alcântara,3,512,2,4,2200000
Gleba Fazenda Palhano,3,390,4,5,4990000
Vila Ipiranga,3,70,1,2,580000
Leonor,2,63,4,1,275000
Califórnia,2,48,1,1,247380
Jardim Planalto,3,105,2,3,375000
Esperança,3,320,2,3,2990000
Conjunto Habitacional Jamile Dequech,3,70,1,1,175000
Jardim Morumbi,2,50,1,1,272890
Jardim Higienópolis,1,55,1,1,309000
Loteamento Chamonix,3,190,3,3,880000
Catuaí Parque Residence,4,327,2,2,2700000
Brasília,3,98,2,2,480000
Centro,3,130,2,2,650000
Parque Jamaica,3,72,1,2,448000
Jardim Shangri-la A,2,67,1,2,583000
Quebec,3,150,2,2,950000
Vila Filipin,2,48,1,1,238000
Residencial Portal do Sol,3,82,1,2,307410
São Pedro,2,140,4,1,625000
Igapó,2,58,1,1,250000
Jardim Palermo,3,120,2,1,420000
Jardim Jóquei Club,2,40,1,1,210000
Vila Ipiranga,1,81,1,1,650000
Gleba Fazenda Palhano,3,234,4,5,2560000
Quebec,4,360,3,5,1650000
Aeroporto,3,110,2,2,510000
Ouro Verde,2,45,1,1,210000
Cláudia,3,72,1,2,350000
Centro,3,117,2,3,480000
Shangri-lá,3,123,4,3,599000
Conjunto Habitacional Alexandre Urbanas,3,258,2,1,1590000
Brasília,3,155,3,2,620000
Gleba Simon Frazer,3,255,4,4,1350000
Vale dos Tucanos,3,55,1,1,163000
Aragarça,3,85,1,2,380000
Bela Suiça,5,1000,5,5,17000000
Colinas,1,86,5,2,399000
Esperança,4,506,4,5,4800000
Califórnia,4,430,4,4,1150000
São Vicente,2,55,1,1,245000
Centro,3,73,1,3,300000
Gleba Simon Frazer,3,147,2,2,1280000
Gleba Fazenda Palhano,3,79,2,2,580000
Jardim Maria Luiza,2,43,1,1,200000
Terra Bonita,2,92,2,3,980000
Quebec,4,208,4,5,750000
Mediterrâneo,5,550,5,5,3500000
Antares,3,142,4,2,600000
Brasília,3,129,3,3,550000
Santa Rita 1,3,120,1,2,305000
Brasília,3,80,2,2,320000
Aurora,3,64,1,1,635000
Terra Bonita,2,70,1,2,760000
Gleba Fazenda Palhano,3,88,2,2,780000
Parque Residencial Alcântara,3,188,1,1,900000
Brasília,3,96,2,2,450000
Jardim Continental,3,175,2,3,620000
Santa Mônica,5,220,2,3,1160000
Portal de Versalhes 1,3,277,1,2,830000
Terra Bonita,3,66,2,2,390000
Jardim Jóquei Club,2,49,1,1,195000
Taliana,2,47,1,1,169000
Waldemar Hauer,3,105,1,1,230000
Lago Parque,5,800,5,5,2350000
Gleba Fazenda Palhano,2,85,2,2,910000
Aurora,2,64,1,2,480000
Vila Siam,3,71,1,2,620000
Bandeirantes,3,100,3,2,430000
Jardim Agari,2,57,1,2,450000
Gleba Fazenda Palhano,2,46,1,1,270000
Aeroporto,3,93,1,2,298000
Vila Ipiranga,3,71,2,2,550000
Jardim Maravilha,2,43,1,1,100000
Terra Bonita,4,285,3,3,2180000
Centro,4,405,3,5,1600000
Loteamento Chamonix,3,80,1,2,369000
Terra Bonita,3,84,1,2,880000
Jardim Tókio,2,70,1,2,310000
Aeroporto,3,77,1,2,421300
Centro,1,43,1,1,410000
Colúmbia,3,110,2,2,380000
Gleba Fazenda Palhano,4,410,4,5,3800000
Terra Bonita,2,70,1,2,649000
Portuguesa,3,175,3,3,650000
Jardim Presidente,4,240,4,4,850000
Gleba Fazenda Palhano,3,221,2,5,2140000
Gleba Fazenda Palhano,3,69,1,2,490000
Brasília,1,64,1,1,170000
Gleba Fazenda Palhano,3,122,2,2,1270000
Gleba Fazenda Palhano,3,70,1,2,380000
Conjunto Habitacional Saltinho,5,93,3,2,200000
Jardim Maria Celina,3,144,3,1,350000
Santa Rosa,3,207,3,5,3250000
Conjunto Residencial Marajoara,2,45,1,1,150000
Conjunto Café,3,99,1,1,295000
Centro,2,54,1,1,200000
Centro,3,90,1,3,445000
Brasília,3,64,1,2,438000
Residencial Abussafe,3,120,4,2,450000
Quebec,3,348,5,4,1950000
Gleba Fazenda Palhano,3,111,1,3,1350000
Brasília,5,231,2,3,890000
Centro,3,64,1,2,280000
Jardim Lolata,3,251,1,2,870000
Centro,3,90,1,2,570000
Esperança,3,230,2,3,2000000
Itapoã,4,120,3,3,270000
Jardim Maria Luiza,2,68,1,1,245000
Jardim São Paulo,2,77,2,2,220000
Brasília,3,175,4,4,1300000
Parque Jamaica,2,72,1,1,440000
San Fernando,2,50,1,1,185000
Centro,3,125,2,3,560000
Brasília,2,90,2,1,230000
Jardim Planalto,2,62,2,2,320000
Brasília,3,255,5,5,590000
Jardim Morumbi,3,148,2,3,1150000
Parque Jamaica,2,72,1,2,500000
Vitória,3,150,2,4,950000
Jardim Itatiaia 1,4,574,4,5,2800000
Centro,4,404,3,5,2300000
Jardim São Jorge,3,159,2,4,1880000
Bela Suiça,4,333,4,5,4000000
Residencial Professora Madalena Cardoso,1,63,1,1,210000
Centro,5,303,3,5,1200000
Ideal,4,185,4,3,1500000
Gleba Simon Frazer,4,255,4,5,1750000
Jardim Belo Horizonte,4,175,4,3,759000
Vivendas do Arvoredo,3,178,4,5,2990000
Conjunto Habitacional José Garcia Molina,2,47,1,1,170000
Santa Rosa,3,108,2,3,1290000
Brasília,2,104,3,2,480000
Jardim Morumbi,2,52,1,1,230000
Brasília,2,44,1,1,145000
Bela Suiça,3,232,4,4,2750000
Brasília,2,55,1,2,454000
Brasília,2,48,1,1,220000
Industrial,2,45,1,1,170000
Jardim São Tomás,3,95,2,3,530000
Jardim Montecatini,3,92,1,1,365000
Vila Casoni,3,83,1,1,170000
Santa Rosa,2,78,2,2,649000
Jardim Vale do Cedro,3,125,1,1,350000
Recanto do Salto,2,272,5,3,2850000
Jardim Itapoá,3,141,2,2,320000
Jardim Presidente,3,71,2,2,735000
Conjunto Habitacional José Garcia Molina,2,45,1,1,130000
Antares,3,90,1,2,335000
Conjunto Habitacional José Garcia Molina,3,150,4,3,890000
Jardim Santa Alice,2,90,3,1,418000
Conjunto Habitacional Santiago II,2,70,1,2,310000
Colúmbia,3,83,1,2,375000
Jardim Burle Marx,4,300,4,4,1200000
Brasília,2,44,1,1,213000
Alpes,3,315,5,2,1300000
Centro,2,56,1,1,315000
Gleba Fazenda Palhano,3,130,2,2,1190000
Gleba Fazenda Palhano,2,62,1,1,670000
Recanto do Salto,5,464,3,5,5800000
Ernani Moura Lima,3,145,2,2,320000
Parque Jamaica,2,51,1,1,288000
Brasília,2,75,1,1,319000
Gleba Fazenda Palhano,3,183,3,5,1990000
Bela Suiça,4,333,4,5,4500000
Jardim do Leste,3,153,2,1,670000
Centro,2,75,1,2,375000
Jardim do Sol,4,181,2,2,480000
Guanabara Parque Boulevard,3,89,2,2,810000
Vila Ipiranga,1,52,1,1,220000
Vila Ipiranga,2,59,1,1,300000
Brasília,2,76,2,1,324000
Petrópolis,4,172,4,3,750000
Gleba Fazenda Palhano,2,112,2,2,1350000
Jardim Maria Celina,3,70,1,1,290000
Santa Rosa,2,98,2,3,965000
Gleba Fazenda Palhano,3,216,3,5,3200000
Gleba Fazenda Palhano,5,446,4,5,4200000
Antares,3,65,1,1,234840
Centro,4,405,2,5,1600000
Centro,3,111,1,2,830000
Áurea,3,280,2,4,1650000
Brasília,3,76,1,2,310000
Vila Filipin,2,50,1,2,270000
Brasília,3,130,2,2,460000
Brasília,2,46,1,1,186000
Vitória,3,69,1,2,450000
Residencial Professora Madalena Cardoso,3,63,1,1,232000
Gleba Fazenda Palhano,3,123,2,4,1320000
Paulista,3,155,2,2,600000
Messiânico,3,130,2,2,630000
Gleba Fazenda Palhano,3,155,2,5,1900000
Centro,4,367,4,4,2200000
Jardim Morumbi,3,235,2,4,1750000
Conjunto Habitacional Maria Cecília Serrano de Oliveira,2,90,1,1,165000
Gleba Fazenda Palhano,3,254,2,5,1500000
Vivendas do Arvoredo,3,192,3,5,2695000
Colúmbia,2,100,2,2,450000
Brasília,2,54,1,2,369000
Brasília,3,260,5,2,280000
Campo Belo,3,98,1,2,350000
Jardim Athenas,3,140,2,2,350000
Ideal,3,80,1,2,280000
Brasília,2,38,1,1,200000
Gleba Fazenda Palhano,3,173,2,2,1790000
Jardim Itatiaia 2,3,201,2,2,1500000
Gleba Fazenda Palhano,3,150,2,2,1650000
Granville Parque Residencial,3,278,4,4,2300000
Brasília,2,100,1,3,466000
Gleba Fazenda Palhano,3,113,2,3,1370000
Santa Mônica,3,140,3,3,490000
Califórnia,3,450,2,2,500000
Bela Suiça,4,333,4,5,4000000
Centro,3,71,1,2,350000
Boa Vista,5,250,2,3,750000
Residencial José Lázaro Gouvea,4,300,4,5,3000000
Brasília,3,59,2,1,265000
Andes,3,70,2,1,290000
Colúmbia,3,65,2,1,265000
Colúmbia,3,97,3,2,465000
Vila Siam,3,76,2,2,290000
Residencial Café Cereja,1,48,1,1,250000
Jardim do Sol,4,120,1,2,400000
Brasília,2,48,1,1,233000
Gleba Fazenda Palhano,2,103,2,3,950000
Jardim Morumbi,2,53,1,1,389000
Mediterrâneo,4,500,5,5,1950000
Jardim Tókio,2,155,2,2,900000
Recanto Nobre,5,846,5,5,11900000
Maringá,3,264,3,3,800000
Centro,3,119,1,3,365000
Esperança,4,356,4,5,2800000
Gleba Fazenda Palhano,3,75,1,2,580000
Centro,3,63,1,2,240000
Iguaçu,4,400,4,4,2380000
Gleba Fazenda Palhano,3,124,2,3,1550000
Aurora,2,56,1,1,320000
Vila Filipin,2,72,1,2,440000
Jardim Agari,3,108,1,3,415000
Lago Parque,4,250,3,5,990000
Conjunto Habitacional Alexandre Urbanas,3,210,4,4,1785000
Centro,4,372,3,5,1950000
Esperança,5,258,2,5,3100000
Jardim Tókio,2,150,2,1,289000
Brasília,3,184,4,3,625000
Jardim Alvorada,3,275,2,2,450000
Vila Filipin,2,50,1,2,230000
Jardim Morumbi,3,210,2,5,1600000
Cafezal,3,80,5,1,460000
Jardim Nova Londrina,5,421,5,5,2250000
Jardim Tomy,3,94,3,2,389900
Residencial Quadra Norte,3,136,2,2,550000
Tucano,4,410,4,5,2000000
Condomínio Vale do Arvoredo,4,220,2,2,1330000
Jardim Maria do Carmo,2,134,1,3,360000
Paraíso,2,47,1,1,170000
Brasília,2,70,1,1,220000
Terra Bonita,3,70,1,2,560000
Gleba Fazenda Palhano,3,125,2,2,970000
Gleba Fazenda Palhano,3,87,2,2,860000
Brasília,3,104,2,3,1100000
Conjunto Habitacional Milton Gavetti,3,148,1,2,315000
Residencial Professora Madalena Cardoso,2,53,1,1,170000
Cafezal,3,135,2,3,675000
Ouro Branco,3,100,3,2,470000
Centro,1,34,1,1,200000
Guanabara Parque Boulevard,3,84,1,2,585000
Gleba Fazenda Palhano,3,65,1,1,345000
Guanabara Parque Boulevard,3,104,2,3,1100000
Jardim Pioneiros,3,71,2,2,290000
Esperança,4,283,4,5,3200000
Aurora,2,51,1,1,399000
Califórnia,3,192,5,2,820000
Portuguesa,3,91,4,2,390000
Parque Jamaica,3,120,1,2,600000
Colinas,2,72,2,2,260000
Cidade Industrial 2,2,46,1,1,260000
Jardim Presidente,3,198,1,2,660000
Alpes,3,220,4,1,575000
Santa Mônica,5,220,4,4,550000
Parigot de Souza 2,2,45,1,1,219000
Vitória,3,70,2,2,529900
Brasília,2,60,2,1,208000
Conjunto Habitacional Alexandre Urbanas,3,140,4,4,1190000
Esperança,3,275,2,5,2350000
Brasília,3,130,2,2,348000
Gleba Fazenda Palhano,2,103,2,3,995000
Gleba Simon Frazer,3,144,2,3,595000
Terra Bonita,3,73,2,2,450000
Conjunto Habitacional Alexandre Urbanas,3,144,4,3,1150000
Centro,3,81,2,2,680000
Residencial Veneza,3,75,1,1,290000
Colinas,2,45,1,1,180000
Centro,1,24,1,1,215000
Heimtal,3,52,1,1,230000
Gleba Fazenda Palhano,3,87,1,2,827760
Veraliz,2,57,1,2,421900
Centro,3,86,2,2,780000
Residencial José Lázaro Gouvea,3,322,2,5,2800000
Brasília,2,110,2,1,258000
Gleba Fazenda Palhano,3,123,3,5,1320000
Jardim Morumbi,3,112,2,1,400000
Gleba Fazenda Palhano,3,185,3,3,2300000
Loteamento Chamonix,3,80,1,2,379000
Centro,1,54,1,2,320000
Colinas,2,55,1,1,80000
Conjunto Farid Libos,3,68,2,2,270000
Jardim Central Park,3,140,2,2,915000
Conjunto Habitacional Santiago II,2,55,1,1,285000
Gleba Fazenda Palhano,3,173,2,5,1930000
Califórnia,3,100,1,1,370000
Carnascialli,3,130,3,1,240000
Brasília,3,67,2,2,370000
Gleba Ribeirão Limeiro,2,43,1,1,270000
Jardim Planalto,3,111,1,2,530000
Centro,3,73,1,3,300000
Portal de Versalhes 1,1,98,5,1,389740
Parque Jamaica,2,60,1,1,430000
Brasília,3,96,1,2,580000
Gleba Fazenda Palhano,3,75,2,2,670000
Tucano,4,410,4,5,2000000
Kennedy,3,280,3,4,1300000
Centro,3,128,3,3,1400000
Ideal,3,300,3,2,720000
Centro,3,125,1,2,450000
Gleba Fazenda Palhano,2,58,1,2,650000
Gleba Fazenda Palhano,4,514,4,5,3200000
Jardim Maria Luiza,2,56,1,1,190000
Olímpico,3,137,2,3,890000
Brasília,2,67,1,1,380000
Conjunto Habitacional Maria Cecília Serrano de Oliveira,3,140,3,2,460000
Gleba Fazenda Palhano,3,80,2,2,619000
Taliana,2,45,1,1,170000
Jardim Belo Horizonte,3,175,4,3,755000
Gleba Fazenda Palhano,3,120,2,3,1050000
Brasília,3,70,1,2,480000
Centro,3,99,1,3,300000
Centro,3,195,2,3,740000
Gleba Fazenda Palhano,3,74,2,2,710000
Portal de Versalhes 1,3,170,1,3,790000
Vivendas do Arvoredo,3,196,2,5,2650000
Gleba Fazenda Palhano,4,510,4,5,3600000
Ouro Verde,2,45,1,1,190000
Portal de Versalhes 1,3,83,1,3,350000
Conjunto Habitacional Alexandre Urbanas,3,140,2,4,1172000
Gleba Fazenda Palhano,3,68,1,2,420000
Gleba Fazenda Palhano,3,130,2,2,998000
Brasília,2,56,1,1,380000
Esperança,5,412,2,1,5000000
Residencial Professora Marieta,4,150,2,2,215000
Gleba Fazenda Palhano,3,214,3,5,2500000
Paraíso,2,45,1,1,180000
Centro,3,128,2,3,1090000
Vale dos Tucanos,2,46,1,1,215000
Santa Rosa,3,323,4,4,3850000
São Pedro,2,140,3,2,550000
Gleba Fazenda Palhano,3,120,2,2,1170000
Vivendas do Arvoredo,3,182,4,5,2870000
Brasília,2,80,2,2,290000
Ideal,5,200,4,2,500000
Chácaras Pietraróia,5,152,5,1,900000
Residencial José Lázaro Gouvea,3,70,1,2,510000
Centro,3,90,1,3,560000
Alpes,3,80,2,2,449410
Vila Larsen 1,3,70,2,1,400000
Residencial Vila Romana,2,125,1,2,555000
Paraíso,2,45,1,1,170000
Bandeirantes,1,80,2,2,425000
Gleba Fazenda Palhano,4,370,4,5,3600000
Judith,3,110,2,2,690000
Alto da Boa Vista,2,99,1,1,277777
Centro,4,467,2,5,1700000
Santa Rosa,3,81,1,2,750000
Jardim Palermo,3,127,1,2,580000
Gleba Fazenda Palhano,3,78,2,2,649670
Jardim Santo Antônio,3,98,1,2,460000
Centro,3,120,1,2,520000
Campo Belo,4,98,1,3,355000
Santa Rosa,3,77,2,2,636000
Residencial Abussafe,3,99,2,2,520000
Colinas,2,76,3,1,250000
Heimtal,3,80,1,2,230000
Jardim Shangri-la A,4,302,5,3,1750000
Jardim Morumbi,3,57,1,1,205000
Jardim Tókio,3,70,1,1,240000
Gleba Fazenda Palhano,3,183,2,5,1800000
Ouro Verde,2,45,1,1,160000
Gleba Fazenda Palhano,2,62,1,2,690000
Centro,3,138,2,3,530000
Ouro Verde,3,115,2,2,410000
Conjunto Habitacional Alexandre Urbanas,3,125,2,2,600000
Brasília,2,72,1,1,265000
Bandeirantes,2,309,1,3,310000
Gleba Fazenda Palhano,2,73,1,2,780000
Gleba Fazenda Palhano,3,173,2,5,1855000
Vivendas do Arvoredo,3,104,2,3,980000
Bela Vista,1,25,1,1,155000
Brasília,3,180,3,2,370000
Centro,3,148,2,5,1200000
Alpes,3,72,2,2,240000
Centro,4,248,2,4,800000
Gleba Fazenda Palhano,3,70,2,2,650000
Vila Ipiranga,2,75,1,1,300000
Jardim Nações Unidas,2,45,1,1,190000
Vila Ipiranga,4,480,3,5,2950000
Esperança,5,365,4,5,3500000
Jardim Presidente,3,71,2,2,760000
Colúmbia,2,65,1,1,240000
Brasília,2,46,1,1,202000
Gleba Fazenda Palhano,3,236,3,5,3250000
Operária,3,237,2,3,1590000
Parque Jamaica,3,69,1,2,360000
Gleba Fazenda Palhano,5,480,3,5,2500000
Centro,3,94,1,2,430000
Centro,4,185,2,3,780000
Jardim Morumbi,3,215,2,4,1690000
Centro,3,86,2,2,850000
Esperança,4,328,4,5,2500000
Bela Suiça,4,427,4,5,6300000
Santa Rosa,2,69,1,2,595000
Jardim Moema,2,70,1,2,275000
Gleba Fazenda Palhano,3,151,2,4,2300000
Jardim Maria Celina,2,45,1,1,110000
Brasília,2,100,1,2,285000
Conjunto Habitacional Maria Cecília Serrano de Oliveira,2,200,2,1,190000
Mediterrâneo,5,400,4,5,2000000
Bela Suiça,4,427,4,5,2438000
Hedy,2,180,2,2,670000
Conjunto Habitacional José Garcia Molina,2,63,1,1,265000
Mediterrâneo,5,467,2,5,2850000
Parque Residencial Joaquim Toledo Piza,2,63,1,1,315000
Condomínio Royal Golf Residence,4,658,4,5,15000000
Jardim América,3,95,1,2,269900
Bela Vista,3,83,1,2,340000
Gleba Fazenda Palhano,3,95,3,3,1000000
Gleba Fazenda Palhano,3,189,3,5,1360000
Gleba Fazenda Palhano,3,81,2,2,820000
Califórnia,4,360,4,5,1200000
Nova Olinda,2,55,1,1,130000
Jardim Império do Sol,3,140,2,3,550000
Gleba Fazenda Palhano,3,163,2,5,1200000
Conjunto Habitacional Alexandre Urbanas,3,150,4,4,999000
Centro,3,131,1,3,595000
Gleba Fazenda Palhano,3,75,1,2,675000
Brasília,3,105,1,2,412000
Esperança,3,210,3,5,2490000
Conjunto Habitacional Alexandre Urbanas,2,140,2,3,960000
Santa Rosa,2,100,2,3,1073000
Centro,2,111,1,2,480000
Parque Jamaica,3,57,1,1,180000
Nossa Senhora de Lourdes,2,52,1,2,220000
Jardim Imagawa,3,138,4,3,780000
Gleba Fazenda Palhano,3,130,2,3,1250000
Parque Jamaica,2,47,1,1,170000
Jardim Guararapes,3,83,1,2,424000
Jardim Maria Luiza,3,113,2,2,489950
Condomínio Royal Golf Residence,5,900,5,5,12000000
Jardim Agari,2,56,1,1,120000
Centro,1,51,1,2,430000
Esperança,4,310,4,5,3290000
Conjunto Habitacional José Garcia Molina,3,200,1,4,590000
Portal de Versalhes 1,3,123,2,2,720000
Centro,3,117,1,3,450000
Terra Bonita,3,230,3,2,855000
Recreio,2,104,2,1,250000
Parque Residencial Michael Licha,3,161,4,3,650000
Jardim Vilas Boas,3,65,1,1,179000
Judith,3,79,1,2,670000
Pacaembu,3,83,1,2,349000
Jardim Adriana I,3,72,1,1,340000
Gleba Fazenda Palhano,3,173,2,4,1890000
Centro,3,95,1,3,360000
Vila Larsen 1,3,75,2,1,400000
Gleba Simon Frazer,3,143,2,3,590000
Áurea,3,87,1,3,395000
Terra Bonita,3,140,2,3,899000
Santa Rosa,3,104,2,2,1180000
Andrade,3,124,2,3,1298000
Conjunto Habitacional José Garcia Molina,3,104,3,2,365000
Nikko,3,121,2,2,1280000
Jardim Maria Luiza,2,45,1,1,180000
Brasília,3,216,2,3,990000
Brasília,4,105,1,3,320000
Brasília,2,63,1,2,285000
Centro,3,73,1,2,360000
Jardim Londrilar,3,146,2,2,799999
Esperança,3,320,4,5,2400000
Gleba Fazenda Palhano,3,167,2,5,1850000
Parque Residencial Joaquim Toledo Piza,3,130,2,1,695000
Brasília,2,80,2,1,195000
Brasília,5,500,1,5,3990000
Brasília,4,235,4,5,1750000
Jardim Alvorada,4,280,2,2,780000
Santa Rosa,3,323,4,5,3850000
Gleba Fazenda Palhano,3,125,2,4,1400000
Jardim Colúmbia D,3,120,2,2,260000
Gleba Simon Frazer,3,235,2,4,1750000
Pacaembu,2,65,3,1,270000
Vivendas do Arvoredo,3,172,4,5,2989000
Centro,2,47,1,1,320000
Conjunto Habitacional Doutor Farid Libos,2,47,1,1,180000
Quebec,4,359,4,1,1600000
Catuaí Parque Residence,3,84,2,2,880000
Gleba Fazenda Palhano,3,114,2,1,1600000
Brasília,3,120,1,2,393000
Terra Bonita,4,280,4,5,2350000
Rodocentro,3,55,1,1,160000
Jardim Santa Cruz,2,58,1,1,125000
Judith,2,78,2,2,750000
Jardim Nova Esperança,3,68,2,1,250000
Campo Belo,3,563,5,4,2500000
Monte Belo,4,227,2,3,895000
Nova Olinda,2,100,1,1,300000
Vivendas do Arvoredo,4,493,4,4,5300000
Loteamento Chamonix,3,115,1,1,870000
Monte Belo,3,105,2,2,680000
Universitário,3,135,3,2,790000
Terra Bonita,2,63,1,2,500000
Conjunto Café,3,77,1,2,200000
Santa Rosa,2,77,1,2,740000
Jardim Moema,3,70,2,1,290000
Parque Jamaica,3,70,1,1,209560
Brasília,2,46,1,1,285000
Centro,3,87,1,2,339000
Conjunto Habitacional Jesualdo Garcia Pessoa,2,103,2,1,140000
Vale dos Tucanos,2,46,1,1,199000
Vila Larsen 1,5,280,5,2,550000
Gleba Fazenda Palhano,2,62,1,2,650000
Vivendas do Arvoredo,3,280,2,4,4200000
Brasília,2,45,1,1,170000
Brasília,2,45,1,1,178500
Residencial Santa Clara,4,234,2,4,1300000
Bandeirantes,3,190,3,2,450000
Jardim Nações Unidas,2,47,1,1,171000
Brasília,2,56,1,1,160000
Gleba Fazenda Palhano,3,165,2,4,1850000
Loteamento Chamonix,3,80,2,2,435000
Pacaembu,3,275,4,2,750000
Brasília,3,110,1,2,297000
Cidade Industrial 2,2,45,1,1,240000
Brasília,2,74,1,1,223000
Brasília,3,179,4,3,400000
Brasília,3,55,1,1,163000
Brasília,1,46,1,1,212000
Bandeirantes,3,80,2,2,425000
Caiçaras,5,717,5,5,4700000
Gleba Fazenda Palhano,3,83,2,2,294123
Brasília,4,400,3,3,1385000
Parque Jamaica,3,70,1,1,215000
Gleba Ribeirão Limeiro,2,47,1,1,300000
Marabá,3,200,2,1,190000
Esperança,4,661,3,5,7900000
Residencial Professora Marieta,2,116,3,1,320000
Residencial Portal do Sol,3,82,1,2,350000
Centro,3,142,1,3,405000
Parque Jamaica,3,66,1,1,338000
Centro,3,90,2,2,435000
Esperança,3,183,4,4,2300000
Brasília,2,76,1,2,280000
Centro,2,86,1,1,330000
Centro,3,95,1,2,360000
Conjunto Habitacional Santiago II,3,55,1,1,285000
Califórnia,3,102,1,1,280000
Conjunto Habitacional José Garcia Molina,3,150,4,1,870000
Brasília,3,70,1,1,270000
Santa Rosa,3,207,3,5,2350000
Gleba Fazenda Palhano,3,122,2,2,1245000
Conjunto Habitacional Jesualdo Garcia Pessoa,2,100,1,2,140000
Lagoa Dourada,1,37,1,1,160000
Jardim Maria Celina,2,45,1,1,210000
Centro,4,231,2,4,890000
Operária,3,79,1,2,550000
Bandeirantes,3,127,4,2,855000
Nova Olinda,2,51,1,1,135000
Santa Rosa,3,245,3,5,1990000
Esperança,3,335,2,5,3590000
Vila Brasil,4,193,5,3,700000
Conjunto Habitacional Doutor Farid Libos,2,44,1,1,230000
Residencial Verona,3,85,2,2,390000
Centro,5,241,3,5,690000
Colinas,2,65,1,1,230000
Centro,3,204,2,5,1300000
Jardim Nações Unidas,2,48,1,1,190000
Vila Rica,3,170,3,2,349570
Esperança,3,131,2,3,1580000
Nova Olinda,2,47,1,1,125000
Brasília,5,180,4,4,790000
Ideal,2,50,1,1,180000
Andrade,3,55,1,1,198000
Recanto do Salto,3,330,2,5,1700000
San Remo,3,81,1,1,390000
Residencial Professora Madalena Cardoso,2,53,1,1,150000
Vale das Araucárias,4,540,4,5,2640000
Conjunto Habitacional Mister Thomas,3,134,2,2,220000
Aurora,2,51,1,1,394000
Brasília,3,80,2,1,230000
Gleba Fazenda Palhano,4,450,4,5,5250000
Jardim Morumbi,2,51,1,1,235000
Gleba Fazenda Palhano,2,59,1,2,670000
Jardim São Paulo II,2,45,1,1,195000
Gleba Fazenda Palhano,2,74,2,2,750000
Esperança,4,297,2,5,2990000
Brasília,4,135,2,3,476000
Jacomo Violin,2,52,1,1,230000
San Remo,3,144,2,2,980000
Santa Rosa,3,323,4,5,3850000
Conjunto Cafezal 1,4,163,3,3,490000
Nossa Senhora de Lourdes,2,52,1,2,330000
Centro,1,28,1,1,150000
Jardim Honda 2,2,112,2,1,400000
Progresso,2,104,1,2,185000
Brasília,3,125,2,2,385000
Gleba Fazenda Palhano,3,80,2,2,670000
Garden Park Residence,4,153,1,3,670000
Centro,3,90,1,2,475000
Cidade Industrial 2,2,47,1,1,78000
Jardim Maria do Carmo,2,89,1,1,350000
Jardim do Lago,3,217,2,5,1850000
Jardim Agari,1,56,1,2,460000
Centro,3,80,2,3,770000
Conjunto Semiramis Barros Braga,2,100,4,1,130000
Jardim Morumbi,4,211,4,5,1640000
